user_id,gender,age_group,occupation
1053,M,35-44,other
1054,M,under_18,k12_student
1055,M,35-44,other
1056,M,under_18,other
1057,M,45-49,technician_engineer
1058,M,25-34,academic_educator
1059,F,25-34,other
1060,M,18-24,k12_student
1061,M,45-49,other
1062,M,50-55,unemployed
1063,M,35-44,executive_managerial
1064,M,25-34,executive_managerial
1065,F,25-34,other
1066,M,45-49,programmer
1067,M,35-44,programmer
1068,F,18-24,college_grad_student
1069,M,25-34,writer
1070,F,45-49,artist
1071,M,50-55,self_employed
1072,F,35-44,executive_managerial
1073,F,25-34,doctor_health_care
1074,M,45-49,technician_engineer
1075,F,25-34,doctor_health_care
1076,F,25-34,clerical_admin
1077,M,25-34,clerical_admin
1078,F,45-49,homemaker
1079,M,25-34,executive_managerial
1080,M,56+,executive_managerial
1081,M,18-24,college_grad_student
1082,M,45-49,executive_managerial
1083,M,56+,other
1084,M,under_18,unemployed
1085,M,25-34,executive_managerial
1086,M,18-24,college_grad_student
1087,M,25-34,self_employed
1088,F,under_18,k12_student
1089,M,35-44,doctor_health_care
1090,M,25-34,executive_managerial
1091,M,18-24,customer_service
1092,F,18-24,college_grad_student
1093,M,50-55,sales_marketing
1094,F,18-24,other
1095,F,56+,doctor_health_care
1096,M,under_18,k12_student
1097,M,18-24,technician_engineer
1098,M,35-44,executive_managerial
1099,M,25-34,technician_engineer
1100,M,25-34,other
1101,M,35-44,academic_educator
1102,M,18-24,academic_educator
1103,F,45-49,executive_managerial
1104,M,35-44,lawyer
1105,M,35-44,doctor_health_care
1106,M,18-24,college_grad_student
1107,F,50-55,academic_educator
1108,M,56+,academic_educator
1109,M,18-24,k12_student
1110,F,56+,doctor_health_care
1111,F,50-55,self_employed
1112,M,18-24,doctor_health_care
1113,M,18-24,college_grad_student
1114,F,18-24,homemaker
1115,F,25-34,academic_educator
1116,M,25-34,scientist
1117,M,18-24,sales_marketing
1118,M,50-55,retired
1119,M,35-44,academic_educator
1120,M,18-24,college_grad_student
1121,M,56+,executive_managerial
1122,M,56+,sales_marketing
1123,M,50-55,other
1124,M,25-34,artist
1125,F,18-24,college_grad_student
1126,M,56+,self_employed
1127,M,25-34,other
1128,M,25-34,academic_educator
1129,M,35-44,technician_engineer
1130,M,18-24,executive_managerial
1131,M,56+,retired
1132,M,18-24,programmer
1133,M,18-24,artist
1134,M,18-24,writer
1135,M,50-55,retired
1136,F,35-44,executive_managerial
1137,M,18-24,college_grad_student
1138,M,18-24,programmer
1139,M,25-34,academic_educator
1140,F,45-49,artist
1141,F,25-34,clerical_admin
1142,M,18-24,academic_educator
1143,M,50-55,executive_managerial
1144,M,25-34,executive_managerial
1145,M,50-55,clerical_admin
1146,F,18-24,self_employed
1147,M,25-34,writer
1148,M,35-44,technician_engineer
1149,M,25-34,programmer
1150,F,25-34,writer
1151,M,25-34,scientist
1152,M,18-24,college_grad_student
1153,M,18-24,k12_student
1154,F,under_18,k12_student
1155,M,25-34,programmer
1156,F,50-55,artist
1157,M,45-49,executive_managerial
1158,F,35-44,academic_educator
1159,M,18-24,other
1160,M,18-24,sales_marketing
1161,M,25-34,other
1162,F,35-44,other
1163,M,under_18,k12_student
1164,F,25-34,unemployed
1165,M,25-34,programmer
1166,M,56+,doctor_health_care
1167,F,50-55,academic_educator
1168,F,25-34,other
1169,M,25-34,writer
1170,M,56+,clerical_admin
1171,M,45-49,programmer
1172,F,25-34,other
1173,F,25-34,executive_managerial
1174,F,18-24,self_employed
1175,F,25-34,artist
1176,M,56+,academic_educator
1177,F,25-34,technician_engineer
1178,M,56+,other
1179,M,50-55,academic_educator
1180,F,50-55,writer
1181,M,35-44,executive_managerial
1182,M,under_18,k12_student
1183,M,35-44,unemployed
1184,F,25-34,college_grad_student
1185,F,35-44,academic_educator
1186,M,18-24,unemployed
1187,F,under_18,other
1188,M,45-49,executive_managerial
1189,M,25-34,other
1190,M,45-49,other
1191,F,35-44,other
1192,M,50-55,self_employed
1193,M,25-34,programmer
1194,F,25-34,academic_educator
1195,F,under_18,k12_student
1196,F,18-24,sales_marketing
1197,M,35-44,academic_educator
1198,M,under_18,k12_student
1199,M,50-55,retired
1200,M,under_18,other
1201,M,18-24,college_grad_student
1202,M,35-44,programmer
1203,F,25-34,academic_educator
1204,M,25-34,executive_managerial
1205,F,56+,other
1206,F,50-55,executive_managerial
1207,M,50-55,other
1208,M,25-34,other
1209,M,35-44,executive_managerial
1210,M,25-34,technician_engineer
1211,M,18-24,college_grad_student
1212,F,50-55,academic_educator
1213,M,50-55,other
1214,M,56+,retired
1215,M,35-44,technician_engineer
1216,M,25-34,artist
1217,M,25-34,programmer
1218,M,56+,scientist
1219,M,25-34,executive_managerial
1220,M,under_18,k12_student
1221,M,18-24,other
1222,M,35-44,other
1223,M,25-34,artist
1224,M,50-55,retired
1225,M,45-49,executive_managerial
1226,M,18-24,writer
1227,M,50-55,academic_educator
1228,M,25-34,academic_educator
1229,F,25-34,college_grad_student
1230,M,25-34,lawyer
1231,M,25-34,programmer
1232,F,18-24,college_grad_student
1233,F,45-49,writer
1234,M,18-24,college_grad_student
1235,F,25-34,executive_managerial
1236,F,25-34,academic_educator
1237,M,18-24,college_grad_student
1238,F,35-44,writer
1239,F,25-34,writer
1240,F,18-24,sales_marketing
1241,M,under_18,k12_student
1242,F,35-44,other
1243,M,35-44,scientist
1244,M,25-34,college_grad_student
1245,M,25-34,technician_engineer
1246,M,18-24,college_grad_student
1247,M,35-44,other
1248,F,35-44,writer
1249,M,35-44,artist
1250,M,50-55,other
1251,M,25-34,executive_managerial
1252,M,56+,retired
1253,F,35-44,writer
1254,F,18-24,academic_educator
1255,M,25-34,technician_engineer
1256,M,25-34,writer
1257,F,18-24,sales_marketing
1258,M,45-49,executive_managerial
1259,M,35-44,executive_managerial
1260,M,25-34,technician_engineer
1261,M,18-24,college_grad_student
1262,M,25-34,college_grad_student
1263,M,under_18,k12_student
1264,M,25-34,academic_educator
1265,F,18-24,writer
1266,M,25-34,college_grad_student
1267,M,25-34,scientist
1268,M,50-55,artist
1269,F,56+,retired
1270,M,25-34,doctor_health_care
1271,F,45-49,doctor_health_care
1272,M,18-24,writer
1273,M,35-44,artist
1274,M,45-49,executive_managerial
1275,M,50-55,technician_engineer
1276,M,35-44,technician_engineer
1277,F,18-24,other
1278,M,18-24,college_grad_student
1279,M,35-44,academic_educator
1280,M,under_18,k12_student
1281,M,25-34,unemployed
1282,M,50-55,academic_educator
1283,F,18-24,academic_educator
1284,M,45-49,self_employed
1285,M,35-44,college_grad_student
1286,M,35-44,technician_engineer
1287,F,50-55,executive_managerial
1288,F,35-44,unemployed
1289,M,45-49,doctor_health_care
1290,M,35-44,other
1291,F,35-44,other
1292,M,25-34,executive_managerial
1293,M,25-34,customer_service
1294,F,50-55,writer
1295,F,35-44,doctor_health_care
1296,M,under_18,other
1297,M,25-34,executive_managerial
1298,M,35-44,doctor_health_care
1299,M,25-34,sales_marketing
1300,M,under_18,k12_student
1301,F,25-34,artist
1302,M,18-24,college_grad_student
1303,M,25-34,unemployed
1304,M,25-34,sales_marketing
1305,M,45-49,writer
1306,M,25-34,clerical_admin
1307,M,56+,retired
1308,M,under_18,k12_student
1309,M,25-34,sales_marketing
1310,M,45-49,other
1311,M,18-24,k12_student
1312,M,25-34,sales_marketing
1313,M,18-24,college_grad_student
1314,F,18-24,college_grad_student
1315,M,35-44,executive_managerial
1316,M,50-55,artist
1317,M,45-49,executive_managerial
1318,M,18-24,self_employed
1319,F,25-34,clerical_admin
1320,M,25-34,college_grad_student
1321,F,25-34,sales_marketing
1322,M,56+,other
1323,F,35-44,artist
1324,M,35-44,self_employed
1325,M,25-34,academic_educator
1326,F,25-34,other
1327,M,under_18,k12_student
1328,M,35-44,sales_marketing
1329,M,18-24,sales_marketing
1330,M,56+,academic_educator
1331,M,45-49,other
1332,M,25-34,executive_managerial
1333,M,25-34,technician_engineer
1334,M,50-55,executive_managerial
1335,M,35-44,other
1336,F,50-55,writer
1337,M,56+,technician_engineer
1338,M,25-34,other
1339,M,35-44,tradesman_craftsman
1340,M,25-34,executive_managerial
1341,M,18-24,executive_managerial
1342,M,35-44,other
1343,M,35-44,sales_marketing
1344,F,25-34,homemaker
1345,F,25-34,artist
1346,M,35-44,writer
1347,F,18-24,academic_educator
1348,F,under_18,k12_student
1349,M,50-55,executive_managerial
1350,F,35-44,other
1351,F,25-34,technician_engineer
1352,M,35-44,writer
1353,M,under_18,k12_student
1354,F,25-34,artist
1355,F,45-49,writer
1356,F,18-24,college_grad_student
1357,M,45-49,other
1358,M,35-44,technician_engineer
1359,M,35-44,academic_educator
1360,M,25-34,writer
1361,F,25-34,other
1362,M,35-44,programmer
1363,M,50-55,executive_managerial
1364,F,45-49,artist
1365,F,under_18,k12_student
1366,M,under_18,k12_student
1367,M,25-34,programmer
1368,F,25-34,clerical_admin
1369,M,25-34,customer_service
1370,M,35-44,artist
1371,F,50-55,artist
1372,M,under_18,k12_student
1373,F,25-34,academic_educator
1374,M,50-55,academic_educator
1375,F,45-49,customer_service
1376,F,45-49,academic_educator
1377,M,35-44,self_employed
1378,F,45-49,executive_managerial
1379,F,56+,retired
1380,M,under_18,k12_student
1381,M,18-24,lawyer
1382,F,45-49,academic_educator
1383,F,25-34,executive_managerial
1384,M,18-24,k12_student
1385,F,25-34,customer_service
1386,F,25-34,other
1387,F,50-55,retired
1388,M,56+,writer
1389,M,25-34,technician_engineer
1390,M,35-44,self_employed
1391,M,35-44,scientist
1392,M,45-49,clerical_admin
1393,M,18-24,college_grad_student
1394,F,25-34,clerical_admin
1395,M,25-34,artist
1396,F,25-34,programmer
1397,M,35-44,executive_managerial
1398,F,56+,self_employed
1399,M,18-24,technician_engineer
1400,M,25-34,executive_managerial
1401,F,18-24,academic_educator
1402,M,18-24,college_grad_student
1403,F,25-34,other
1404,M,50-55,self_employed
1405,M,56+,retired
1406,M,25-34,college_grad_student
1407,F,35-44,scientist
1408,M,25-34,other
1409,M,18-24,college_grad_student
1410,M,50-55,executive_managerial
1411,M,35-44,academic_educator
1412,M,25-34,technician_engineer
1413,M,18-24,clerical_admin
1414,M,18-24,college_grad_student
1415,M,45-49,sales_marketing
1416,M,25-34,sales_marketing
1417,M,35-44,self_employed
1418,M,18-24,college_grad_student
1419,F,25-34,academic_educator
1420,M,18-24,college_grad_student
1421,F,under_18,k12_student
1422,M,35-44,technician_engineer
1423,M,25-34,college_grad_student
1424,M,35-44,other
1425,M,under_18,k12_student
1426,M,18-24,sales_marketing
1427,M,25-34,programmer
1428,F,45-49,lawyer
1429,F,35-44,clerical_admin
1430,M,18-24,college_grad_student
1431,M,56+,doctor_health_care
1432,M,35-44,academic_educator
1433,F,18-24,sales_marketing
1434,F,under_18,k12_student
1435,M,25-34,sales_marketing
1436,F,50-55,doctor_health_care
1437,M,50-55,clerical_admin
1438,M,18-24,artist
1439,M,35-44,clerical_admin
1440,M,35-44,programmer
1441,M,35-44,self_employed
1442,M,18-24,artist
1443,M,35-44,artist
1444,F,25-34,college_grad_student
1445,M,25-34,artist
1446,M,35-44,programmer
1447,M,18-24,college_grad_student
1448,F,25-34,clerical_admin
1449,M,35-44,writer
1450,M,18-24,college_grad_student
1451,M,35-44,writer
1452,F,56+,retired
1453,M,25-34,sales_marketing
1454,M,18-24,college_grad_student
1455,F,45-49,other
1456,M,25-34,artist
1457,M,25-34,academic_educator
1458,M,under_18,other
1459,F,25-34,other
1460,F,18-24,college_grad_student
1461,F,45-49,other
1462,M,35-44,self_employed
1463,M,50-55,self_employed
1464,M,35-44,programmer
1465,M,50-55,self_employed
1466,M,18-24,college_grad_student
1467,M,25-34,customer_service
1468,M,under_18,sales_marketing
1469,M,56+,writer
1470,M,18-24,college_grad_student
1471,M,25-34,technician_engineer
1472,M,25-34,executive_managerial
1473,M,25-34,sales_marketing
1474,M,25-34,college_grad_student
1475,F,25-34,artist
1476,F,18-24,other
1477,F,45-49,academic_educator
1478,M,under_18,k12_student
1479,F,50-55,artist
1480,M,25-34,writer
1481,M,35-44,technician_engineer
1482,M,25-34,executive_managerial
1483,M,18-24,college_grad_student
1484,M,25-34,programmer
1485,F,25-34,homemaker
1486,M,25-34,self_employed
1487,M,35-44,executive_managerial
1488,M,25-34,executive_managerial
1489,F,35-44,artist
1490,M,50-55,executive_managerial
1491,M,18-24,college_grad_student
1492,M,25-34,programmer
1493,F,25-34,sales_marketing
1494,M,25-34,technician_engineer
1495,M,18-24,other
1496,M,25-34,technician_engineer
1497,M,50-55,customer_service
1498,M,18-24,college_grad_student
1499,M,under_18,k12_student
1500,M,25-34,technician_engineer
1501,M,25-34,lawyer
1502,M,18-24,college_grad_student
1503,M,25-34,programmer
1504,M,18-24,unemployed
1505,M,50-55,lawyer
1506,M,25-34,executive_managerial
1507,M,35-44,technician_engineer
1508,F,under_18,k12_student
1509,M,under_18,other
1510,F,25-34,academic_educator
1511,M,35-44,programmer
1512,M,25-34,writer
1513,F,35-44,self_employed
1514,M,18-24,college_grad_student
1515,M,25-34,self_employed
1516,F,25-34,programmer
1517,M,18-24,other
1518,M,25-34,artist
1519,M,18-24,college_grad_student
1520,M,25-34,technician_engineer
1521,F,25-34,executive_managerial
1522,M,35-44,writer
1523,M,25-34,technician_engineer
1524,M,18-24,college_grad_student
1525,F,25-34,self_employed
1526,M,56+,technician_engineer
1527,M,18-24,k12_student
1528,M,25-34,scientist
1529,M,18-24,college_grad_student
1530,M,25-34,college_grad_student
1531,M,45-49,technician_engineer
1532,M,18-24,sales_marketing
1533,M,45-49,academic_educator
1534,M,50-55,programmer
1535,F,18-24,writer
1536,F,35-44,clerical_admin
1537,M,18-24,writer
1538,M,25-34,clerical_admin
1539,M,25-34,clerical_admin
1540,M,45-49,other
1541,M,56+,technician_engineer
1542,M,18-24,technician_engineer
1543,M,25-34,lawyer
1544,M,25-34,programmer
1545,M,25-34,writer
1546,M,25-34,college_grad_student
1547,M,56+,retired
1548,M,35-44,academic_educator
1549,M,35-44,doctor_health_care
1550,M,18-24,college_grad_student
1551,M,25-34,lawyer
1552,M,45-49,writer
1553,F,25-34,scientist
1554,F,35-44,programmer
1555,F,18-24,other
1556,M,18-24,college_grad_student
1557,F,18-24,college_grad_student
1558,M,18-24,doctor_health_care
1559,M,35-44,farmer
1560,F,25-34,clerical_admin
1561,F,18-24,college_grad_student
1562,M,18-24,writer
1563,F,under_18,k12_student
1564,M,50-55,academic_educator
1565,M,45-49,technician_engineer
1566,M,35-44,self_employed
1567,M,25-34,programmer
1568,F,under_18,k12_student
1569,F,56+,retired
1570,M,18-24,technician_engineer
1571,M,25-34,writer
1572,F,25-34,clerical_admin
1573,M,under_18,other
1574,M,25-34,doctor_health_care
1575,F,50-55,executive_managerial
1576,F,45-49,homemaker
1577,M,56+,other
1578,M,18-24,college_grad_student
1579,M,25-34,other
1580,F,18-24,college_grad_student
1581,F,18-24,college_grad_student
1582,M,18-24,other
1583,M,35-44,doctor_health_care
1584,M,25-34,unemployed
1585,M,56+,writer
1586,M,45-49,executive_managerial
1587,F,25-34,clerical_admin
1588,M,25-34,lawyer
1589,M,25-34,other
1590,M,35-44,academic_educator
1591,M,50-55,executive_managerial
1592,M,35-44,executive_managerial
1593,M,25-34,self_employed
1594,F,35-44,writer
1595,M,35-44,academic_educator
1596,F,18-24,customer_service
1597,M,25-34,programmer
1598,M,35-44,retired
1599,M,25-34,other
1600,M,35-44,executive_managerial
1601,M,25-34,programmer
1602,F,25-34,executive_managerial
1603,F,25-34,other
1604,M,25-34,lawyer
1605,F,18-24,other
1606,F,35-44,clerical_admin
1607,M,45-49,academic_educator
1608,M,25-34,lawyer
1609,F,35-44,homemaker
1610,M,25-34,lawyer
1611,M,25-34,other
1612,M,25-34,technician_engineer
1613,M,18-24,writer
1614,M,35-44,other
1615,F,45-49,executive_managerial
1616,M,25-34,other
1617,M,25-34,programmer
1618,M,50-55,other
1619,M,50-55,clerical_admin
1620,M,25-34,writer
1621,M,25-34,college_grad_student
1622,M,18-24,college_grad_student
1623,M,50-55,scientist
1624,M,25-34,other
1625,M,45-49,other
1626,M,18-24,college_grad_student
1627,M,18-24,technician_engineer
1628,M,18-24,writer
1629,M,18-24,college_grad_student
1630,M,45-49,technician_engineer
1631,F,50-55,other
1632,M,25-34,self_employed
1633,F,45-49,executive_managerial
1634,F,56+,other
1635,M,25-34,other
1636,F,25-34,unemployed
1637,M,56+,other
1638,F,18-24,technician_engineer
1639,M,25-34,technician_engineer
1640,M,35-44,technician_engineer
1641,M,25-34,other
1642,M,50-55,retired
1643,M,45-49,artist
1644,M,18-24,programmer
1645,F,18-24,homemaker
1646,M,25-34,writer
1647,M,18-24,tradesman_craftsman
1648,M,50-55,sales_marketing
1649,M,18-24,unemployed
1650,M,25-34,unemployed
1651,M,25-34,programmer
1652,M,25-34,self_employed
1653,M,18-24,other
1654,F,45-49,other
1655,M,18-24,college_grad_student
1656,M,25-34,technician_engineer
1657,F,45-49,other
1658,F,35-44,doctor_health_care
1659,F,18-24,homemaker
1660,F,25-34,artist
1661,M,35-44,executive_managerial
1662,M,25-34,programmer
1663,M,18-24,college_grad_student
1664,F,18-24,college_grad_student
1665,M,45-49,technician_engineer
1666,M,25-34,sales_marketing
1667,M,50-55,self_employed
1668,M,35-44,artist
1669,F,25-34,technician_engineer
1670,F,56+,retired
1671,M,35-44,other
1672,M,25-34,technician_engineer
1673,M,under_18,k12_student
1674,M,35-44,artist
1675,F,25-34,doctor_health_care
1676,M,18-24,college_grad_student
1677,M,18-24,sales_marketing
1678,F,18-24,technician_engineer
1679,M,25-34,programmer
1680,M,25-34,writer
1681,M,18-24,college_grad_student
1682,M,25-34,artist
1683,F,25-34,executive_managerial
1684,M,18-24,clerical_admin
1685,M,35-44,programmer
1686,M,35-44,programmer
1687,M,25-34,clerical_admin
1688,F,18-24,college_grad_student
1689,M,35-44,customer_service
1690,M,35-44,self_employed
1691,F,25-34,technician_engineer
1692,M,35-44,writer
1693,M,25-34,programmer
1694,M,25-34,programmer
1695,M,25-34,academic_educator
1696,M,35-44,executive_managerial
1697,F,18-24,college_grad_student
1698,M,35-44,artist
1699,F,25-34,unemployed
1700,M,25-34,writer
1701,F,25-34,college_grad_student
1702,M,18-24,k12_student
1703,M,18-24,scientist
1704,M,25-34,college_grad_student
1705,F,18-24,college_grad_student
1706,M,25-34,writer
1707,M,50-55,academic_educator
1708,M,25-34,other
1709,M,25-34,other
1710,M,18-24,other
1711,F,18-24,college_grad_student
1712,M,25-34,other
1713,M,25-34,other
1714,M,25-34,technician_engineer
1715,M,25-34,self_employed
1716,M,25-34,other
1717,F,50-55,doctor_health_care
1718,M,18-24,college_grad_student
1719,M,18-24,self_employed
1720,M,18-24,college_grad_student
1721,M,18-24,unemployed
1722,M,35-44,other
1723,M,35-44,technician_engineer
1724,M,18-24,college_grad_student
1725,M,18-24,unemployed
1726,M,25-34,artist
1727,M,35-44,self_employed
1728,M,18-24,college_grad_student
1729,M,25-34,executive_managerial
1730,F,18-24,college_grad_student
1731,F,18-24,other
1732,M,18-24,college_grad_student
1733,M,18-24,sales_marketing
1734,M,45-49,technician_engineer
1735,M,18-24,writer
1736,M,56+,farmer
1737,M,35-44,writer
1738,M,35-44,self_employed
1739,M,56+,self_employed
1740,M,56+,academic_educator
1741,M,35-44,executive_managerial
1742,M,25-34,scientist
1743,M,35-44,technician_engineer
1744,M,35-44,programmer
1745,M,45-49,other
1746,M,25-34,college_grad_student
1747,M,25-34,other
1748,M,50-55,academic_educator
1749,M,25-34,artist
1750,M,50-55,customer_service
1751,M,35-44,writer
1752,M,25-34,clerical_admin
1753,M,35-44,doctor_health_care
1754,M,18-24,unemployed
1755,F,18-24,college_grad_student
1756,F,25-34,academic_educator
1757,M,25-34,college_grad_student
1758,F,25-34,other
1759,M,25-34,self_employed
1760,F,25-34,clerical_admin
1761,M,35-44,other
1762,M,25-34,sales_marketing
1763,M,35-44,executive_managerial
1764,M,18-24,other
1765,M,18-24,college_grad_student
1766,F,45-49,other
1767,M,25-34,writer
1768,M,45-49,self_employed
1769,M,25-34,technician_engineer
1770,M,35-44,self_employed
1771,M,25-34,technician_engineer
1772,M,56+,artist
1773,M,18-24,college_grad_student
1774,M,25-34,technician_engineer
1775,M,25-34,college_grad_student
1776,M,25-34,other
1777,M,25-34,writer
1778,M,18-24,college_grad_student
1779,M,18-24,academic_educator
1780,M,35-44,academic_educator
1781,F,35-44,other
1782,M,45-49,other
1783,M,18-24,college_grad_student
1784,M,18-24,writer
1785,M,18-24,college_grad_student
1786,M,45-49,academic_educator
1787,M,18-24,farmer
1788,M,45-49,artist
1789,M,under_18,k12_student
1790,M,25-34,other
1791,M,18-24,college_grad_student
1792,F,25-34,artist
1793,M,25-34,college_grad_student
1794,M,25-34,lawyer
1795,M,18-24,technician_engineer
1796,M,50-55,lawyer
1797,M,35-44,executive_managerial
1798,M,45-49,lawyer
1799,M,35-44,lawyer
1800,M,18-24,college_grad_student
1801,F,25-34,doctor_health_care
1802,M,18-24,college_grad_student
1803,M,25-34,artist
1804,M,25-34,executive_managerial
1805,M,18-24,college_grad_student
1806,M,18-24,college_grad_student
1807,M,18-24,technician_engineer
1808,F,18-24,college_grad_student
1809,F,25-34,sales_marketing
1810,M,50-55,retired
1811,M,56+,artist
1812,F,25-34,programmer
1813,F,35-44,doctor_health_care
1814,M,50-55,executive_managerial
1815,M,under_18,academic_educator
1816,F,35-44,homemaker
1817,M,35-44,academic_educator
1818,M,under_18,farmer
1819,F,35-44,programmer
1820,M,25-34,writer
1821,M,25-34,writer
1822,F,25-34,other
1823,F,35-44,academic_educator
1824,F,18-24,college_grad_student
1825,M,25-34,executive_managerial
1826,M,45-49,lawyer
1827,F,25-34,academic_educator
1828,M,18-24,college_grad_student
1829,M,25-34,self_employed
1830,M,18-24,college_grad_student
1831,M,18-24,college_grad_student
1832,F,18-24,college_grad_student
1833,M,18-24,technician_engineer
1834,M,35-44,customer_service
1835,M,25-34,unemployed
1836,M,25-34,other
1837,M,25-34,artist
1838,M,35-44,executive_managerial
1839,M,18-24,college_grad_student
1840,M,25-34,programmer
1841,M,18-24,other
1842,M,18-24,college_grad_student
1843,M,25-34,programmer
1844,F,18-24,college_grad_student
1845,M,25-34,artist
1846,M,45-49,programmer
1847,M,18-24,college_grad_student
1848,M,35-44,customer_service
1849,M,35-44,executive_managerial
1850,M,18-24,customer_service
1851,M,25-34,unemployed
1852,M,25-34,programmer
1853,M,50-55,other
1854,M,25-34,other
1855,M,18-24,college_grad_student
1856,M,56+,executive_managerial
1857,M,under_18,k12_student
1858,F,18-24,college_grad_student
1859,F,25-34,college_grad_student
1860,M,56+,self_employed
1861,M,50-55,self_employed
1862,M,50-55,sales_marketing
1863,M,18-24,college_grad_student
1864,M,35-44,executive_managerial
1865,F,18-24,academic_educator
1866,M,25-34,executive_managerial
1867,M,50-55,executive_managerial
1868,M,50-55,lawyer
1869,M,45-49,sales_marketing
1870,M,56+,retired
1871,F,45-49,academic_educator
1872,M,50-55,writer
1873,M,35-44,executive_managerial
1874,M,45-49,executive_managerial
1875,M,35-44,programmer
1876,M,25-34,programmer
1877,F,45-49,writer
1878,M,under_18,k12_student
1879,M,25-34,college_grad_student
1880,M,35-44,other
1881,M,35-44,artist
1882,M,35-44,self_employed
1883,F,50-55,other
1884,M,45-49,writer
1885,M,50-55,technician_engineer
1886,M,25-34,programmer
1887,M,56+,scientist
1888,M,35-44,programmer
1889,M,18-24,sales_marketing
1890,M,50-55,doctor_health_care
1891,M,45-49,academic_educator
1892,M,25-34,writer
1893,F,35-44,other
1894,F,35-44,executive_managerial
1895,M,35-44,sales_marketing
1896,M,56+,retired
1897,F,50-55,artist
1898,M,25-34,programmer
1899,F,45-49,doctor_health_care
1900,M,56+,programmer
1901,M,50-55,executive_managerial
1902,M,25-34,unemployed
1903,M,35-44,other
1904,M,18-24,academic_educator
1905,F,35-44,writer
1906,F,25-34,customer_service
1907,M,35-44,technician_engineer
1908,M,56+,retired
1909,M,18-24,college_grad_student
1910,M,under_18,k12_student
1911,F,18-24,college_grad_student
1912,M,25-34,college_grad_student
1913,M,25-34,technician_engineer
1914,F,35-44,sales_marketing
1915,M,50-55,retired
1916,M,45-49,executive_managerial
1917,M,18-24,k12_student
1918,F,45-49,doctor_health_care
1919,M,under_18,other
1920,F,35-44,executive_managerial
1921,M,56+,programmer
1922,F,25-34,executive_managerial
1923,M,35-44,executive_managerial
1924,F,56+,doctor_health_care
1925,M,50-55,executive_managerial
1926,F,under_18,other
1927,M,35-44,executive_managerial
1928,M,under_18,k12_student
1929,F,under_18,k12_student
1930,M,25-34,scientist
1931,M,25-34,artist
1932,M,25-34,executive_managerial
1933,M,18-24,unemployed
1934,M,25-34,technician_engineer
1935,M,under_18,k12_student
1936,M,35-44,other
1937,M,25-34,lawyer
1938,F,25-34,artist
1939,F,35-44,artist
1940,M,25-34,programmer
1941,M,35-44,technician_engineer
1942,M,35-44,customer_service
1943,M,18-24,college_grad_student
1944,F,18-24,college_grad_student
1945,M,25-34,writer
1946,M,25-34,sales_marketing
1947,M,25-34,executive_managerial
1948,M,under_18,k12_student
1949,M,18-24,technician_engineer
1950,M,25-34,programmer
1951,F,18-24,college_grad_student
1952,M,35-44,academic_educator
1953,F,25-34,artist
1954,M,25-34,self_employed
1955,M,under_18,unemployed
1956,M,35-44,other
1957,F,18-24,college_grad_student
1958,F,25-34,academic_educator
1959,F,50-55,retired
1960,M,45-49,executive_managerial
1961,F,50-55,clerical_admin
1962,F,18-24,academic_educator
1963,F,50-55,homemaker
1964,F,25-34,doctor_health_care
1965,M,56+,technician_engineer
1966,M,25-34,writer
1967,M,50-55,executive_managerial
1968,M,25-34,lawyer
1969,F,25-34,clerical_admin
1970,M,50-55,retired
1971,F,25-34,sales_marketing
1972,M,45-49,technician_engineer
1973,M,25-34,academic_educator
1974,M,35-44,technician_engineer
1975,M,18-24,college_grad_student
1976,M,35-44,customer_service
1977,M,56+,doctor_health_care
1978,M,under_18,k12_student
1979,M,56+,technician_engineer
1980,M,35-44,executive_managerial
1981,M,56+,academic_educator
1982,M,under_18,k12_student
1983,M,25-34,sales_marketing
1984,M,18-24,k12_student
1985,M,45-49,programmer
1986,M,50-55,retired
1987,M,25-34,technician_engineer
1988,F,25-34,academic_educator
1989,M,50-55,doctor_health_care
1990,M,25-34,executive_managerial
1991,M,25-34,writer
1992,M,18-24,college_grad_student
1993,M,35-44,technician_engineer
1994,M,35-44,artist
1995,M,25-34,academic_educator
1996,M,35-44,other
1997,M,25-34,other
1998,F,50-55,homemaker
1999,F,35-44,clerical_admin
2000,M,18-24,college_grad_student
2001,M,50-55,academic_educator
2002,F,56+,retired
2003,M,under_18,k12_student
2004,M,45-49,unemployed
2005,M,18-24,college_grad_student
2006,M,35-44,other
2007,M,50-55,self_employed
2008,M,25-34,clerical_admin
2009,F,35-44,executive_managerial
2010,M,18-24,college_grad_student
2011,F,35-44,clerical_admin
2012,M,25-34,college_grad_student
2013,M,45-49,other
2014,M,18-24,college_grad_student
2015,M,18-24,college_grad_student
2016,F,56+,artist
2017,M,25-34,technician_engineer
2018,M,35-44,self_employed
2019,M,50-55,academic_educator
2020,M,25-34,executive_managerial
2021,M,25-34,other
2022,M,25-34,executive_managerial
2023,M,18-24,college_grad_student
2024,M,under_18,unemployed
2025,M,56+,retired
2026,M,50-55,self_employed
2027,F,25-34,homemaker
2028,M,45-49,doctor_health_care
2029,F,25-34,programmer
2030,M,25-34,college_grad_student
2031,M,35-44,writer
2032,M,50-55,sales_marketing
2033,F,45-49,writer
2034,F,45-49,artist
2035,F,18-24,other
2036,F,25-34,sales_marketing
2037,M,56+,sales_marketing
2038,F,45-49,academic_educator
2039,M,50-55,self_employed
2040,F,25-34,executive_managerial
